   0.00000   1.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   0.00000   1.00000   1.00000   0.00000   1.00000   1.00000   1.00000   0.00000   0.00000   1.00000   0.00000   1.00000   1.00000   1.00000   0.00000   1.00000   1.00000   1.00000   1.00000   0.00000  4025   0.00000   0.00000   0.00011   0.00000   0.00517   0.00142   0.00000   0.00000   0.00001   0.83412   0.00032   0.00027   0.00604   0.00001   0.13538   0.01714  10.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   0.00000   1.00000   1.00000   1.00000   1.00000   0.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.00000   0.00000   1.00000   1.00000   1.00000   1.00000   0.00000   1.00000   1.00000   0.00000   1.00000  4026   0.00000   0.00000   0.00000   0.00000   0.00000   0.00132   0.00000   0.00000   0.00000   0.00009   0.00000   0.02303   0.00631   0.00455   0.00081   0.96389  16.00000
   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.00000   1.00000   0.00000   0.00000   1.00000   0.00000         *   0.00000   1.00000   1.00000   1.00000   1.00000   0.00000   0.00000   0.00000   0.00000   1.00000  4051   0.00334   0.00000   0.00920   0.00243   0.00824   0.00298   0.00000   0.00000   0.14875   0.03782   0.04838   0.09036   0.00025   0.00573   0.57628   0.06625  15.00000
   1.00000   1.00000   0.00000   0.00000   0.00000   0.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.00000   1.00000   1.00000   1.00000   1.00000   1.00000         *   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.00000   1.00000  4053   0.00000   0.00000   0.00000   0.00000   0.00000   0.00017   0.00000   0.00000   0.00000   0.00002   0.00000   0.01935   0.00097   0.00082   0.00089   0.97779  16.00000
   0.00000   0.00000   1.00000   0.00000         *   0.00000   0.00000   1.00000   0.00000   0.00000   1.00000   0.00000         *         *         *   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000         *         *   0.00000   0.00000  4054   0.76260   0.00000   0.00755   0.02744   0.15202   0.00000   0.00000   0.00000   0.00605   0.00006   0.04422   0.00001   0.00000   0.00002   0.00004   0.00000   1.00000
   0.00000   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   1.00000   0.00000   1.00000   1.00000   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   0.00000  4055   0.26489   0.00000   0.00077   0.30439   0.03984   0.00000   0.00000   0.00000   0.01979   0.00000   0.37013   0.00004   0.00000   0.00005   0.00010   0.00000  11.00000
   1.00000   1.00000   0.00000         *   0.00000   0.00000   0.00000   1.00000   1.00000   1.00000   0.00000   0.00000   1.00000   1.00000   1.00000   0.00000         *         *   0.00000   0.00000   1.00000   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000  4056   0.00011   0.00000   0.00001   0.00004   0.20758   0.00003   0.00000   0.00000   0.00005   0.00787   0.69830   0.00060   0.00003   0.01250   0.06877   0.00411  11.00000
   1.00000   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   1.00000   1.00000   1.00000   0.00000   1.00000   1.00000   1.00000   0.00000   0.00000   1.00000   1.00000         *   0.00000         *   0.00000   1.00000   1.00000   0.00000   1.00000   1.00000  4058   0.00000   0.00000   0.00000   0.00000   0.00142   0.00151   0.00000   0.00000   0.00005   0.00056   0.03165   0.17431   0.00065   0.10321   0.03222   0.65442  16.00000
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000         *         *   1.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000  4061   0.99624   0.00000   0.00091   0.00008   0.00276   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000
   0.00000   1.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   1.00000   1.00000   0.00000   0.00000   1.00000   0.00000   0.00000   1.00000   1.00000   1.00000         *   0.00000   0.00000   0.00000   0.00000   1.00000  4064   0.00058   0.00000   0.01243   0.00000   0.02665   0.00308   0.00000   0.00000   0.00019   0.93211   0.00025   0.00009   0.00124   0.00001   0.02285   0.00053  10.00000
   0.00000   1.00000   0.00000   0.00000   1.00000   0.00000   1.00000   1.00000   1.00000   0.00000   0.00000   0.00000   1.00000   1.00000   0.00000   0.00000   1.00000   1.00000   0.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   0.00000   0.00000   1.00000  4066   0.00000   0.00000   0.00014   0.00000   0.00040   0.01111   0.00000   0.00000   0.00052   0.03319   0.00057   0.08060   0.01160   0.00162   0.12093   0.73932  16.00000
